section,item,text,curriculum_type,curriculum_name
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,b),Başkaları tarafından oluşturulan iki nicel değişkenli verilerin ilişkililiğine dayalı ista-,2024-style,math_curriculum_2024
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,c),Başkaları tarafından oluşturulan iki nicel değişkenli verilerin ilişkililiğine dayalı ista-,2024-style,math_curriculum_2024
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,e),"Öğrenme çıktıları; çalışma kâğıdı, kontrol listesi ve kavram haritası, performans görevi ile",2024-style,math_curriculum_2024
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,h),arasında bir iliş-,2024-style,math_curriculum_2024
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),"belirleyip oluşturmaları, verileri toplamaları ve",2024-style,math_curriculum_2024
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),odaklanmaları sağlanır.,2024-style,math_curriculum_2024
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,f),ve gücüne (ilişki yok/zayıf/orta/güçlü) ilişkin yo-,2024-style,math_curriculum_2024
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),yoğunluğu etkileyebilir.,2024-style,math_curriculum_2024
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),kullana-,2024-style,math_curriculum_2024
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),ve sayısal değer (korelasyon katsayısı) arasında tutarlılık,2024-style,math_curriculum_2024
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),faydalanır. Bu süreçte,2024-style,math_curriculum_2024
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),"hareketle araştırma sorusu oluşturmaları, veri",2024-style,math_curriculum_2024
3. TEMA: İSTATİSTİKSEL ARAŞTIRMA SÜRECİ,i),sunulur ve öğrencilerden bunlara ilişkin değerlendirme yapmaları istenir.,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),a),Sayı örüntülerinin ardışık terimlerini belirler.,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),b),Ardışık terimler arasındaki ortak fark/oran (çarpan) ilişkisini belirler.,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),c),Sayı örüntülerinin her bir terimini belirlediği ortak farkı/oranı kullanarak ifade eder.,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),d),Aritmetik/geometrik dizilerin sonlu toplamlarına ilişkin varsayımlarda bulunur.,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),e),Varsayımlarından yararlanıp aritmetik/geometrik dizilerin sonlu toplamları ile ilgili,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),f),Aritmetik/geometrik dizilerin sonlu toplamlarına ilişkin genellemeleri ile varsayım-,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),g),Elde ettiği genellemelerden aritmetik/geometrik dizilerin sonlu toplamlarına ilişkin,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),h),Aritmetik  ve  geometrik  dizilerin  sonlu  toplamlarına  ilişkin  elde  edilen  önermeleri,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),a),Gerçek sayı dizileri ve gerçek sayılarda tanımlı fonksiyonların özelliklerini belirler.,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),b),Gerçek  sayı  dizileri  ve  gerçek  sayılarda  tanımlı  fonksiyonların  özelliklerine  ilişkin,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),c),Gerçek  sayı  dizileri  ve  gerçek  sayılarda  tanımlı  fonksiyonların  özelliklerine  ilişkin,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),e),"an ,",2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i),incelenir.,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),n),geometrik dizisinin  ilk n terimin toplamının Sn = a1.,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i),işe koşularak değerlendirilir.,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i),ve iteratif (yinelemeli) diziler ile bu dizilerin algoritma ve akış,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),n),geometrik dizisinin  ilk n terimin toplamının Sn = a1.,2024-style,math_curriculum_2024
1. TEMA: NİCELİKLER VE DEĞİŞİMLER (1),i),işe koşularak değerlendirilir.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a),KAVRAMSAL,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a),Bir fonksiyonun belirli bir nokta civarındaki veya sonsuzdaki davranışını grafiği üze-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),b),Grafikten elde ettiği bilgileri tablo veya sözel temsiller yoluyla yaklaşma fikrine ula-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),c),Bir fonksiyonun belirli bir nokta civarındaki veya sonsuzdaki limitini sözel olarak ye-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a),"Bir fonksiyonun tablo, grafik ve cebirsel temsili üzerinde belirli bir nokta civarında",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),b),Bir fonksiyonun belirli bir nokta civarında veya sonsuzda aldığı değerler arasındaki,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),c),Bir fonksiyonun belirli bir nokta civarında veya sonsuzda aldığı değerler arasındaki,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),d),Farklı fonksiyonların ve bu fonksiyonlarla yapılan işlemlerin belirli bir noktadaki veya,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),e),Varsayımlarına dayalı örüntüleri geneller.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),g),Genellemelerini önerme olarak ifade eder.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a),Bir fonksiyonun bir noktadaki limitinin belirsizlik durumunu grafik veya tablo kullana-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),b),İncelediği fonksiyonun cebirsel ifadesini belirsizlik durumunu ortadan kaldıracak şe-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),c),"Hesapladığı limit değerini, dönüştürdüğü fonksiyon ile başlangıç fonksiyonunun gra-",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),a),Fonksiyonların tanımlı olduğu bir noktadaki değeri ile o noktadaki limitini inceler.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),b),Fonksiyonların tanımlı olduğu bir noktadaki değeri ile o noktadaki limitini sürekliliğin,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),c),Fonksiyonların tanımlı olduğu bir noktadaki sürekliliğini o noktadaki değerinin limitine,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i),ve Fonksiyonların Sürekliliği,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),e),"Öğrenme çıktıları; çalışma kâğıdı, performans görevi ve araştırma ödevi ile değerlendirile-",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i),üzerinden limit fikrine duyulan ihtiyaç vurgulanır. Bu sayede ilk defa,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i),dizisinin terimleri yazılarak ardışık iki terim arasındaki oranlar; elekt-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),0 doğrusunun bu fonksiyonun yatay asimptotu olduğu belirlenebilir.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),t),incelenerek belirli bir t zamanı civarında aldığı değerler belirlenebilir. Elde edilen değerler,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),"sunulur. Çok uzun yıllar sonra nüfusun en fazla ne kadar olabileceği, matematik yazılımla-",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i),ve Karl,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),s),gibi matematikçilerin çalışmaları incelenebilir.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),lim f x,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),sonucuna  ulaşılır  (x  =  0  dışındaki  noktalarda  bu  eşitlik,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),π,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),0 noktasında limitinin olup,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),o),teoremi ve uç değer teo-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),fonksiyonunun x,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),=,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),0 noktasındaki limitlerinin,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),"k/m  olduğu  gösterilir.  (*)  0/0  belirsizliğinin  yanı  sıra  ∞/∞,  ∞-∞,  1  ∞  belirsizlikleri  limit  alma",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),"cotx,",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),f(x),2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),x),"tanx,  f(x)",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (1),i),kullanılır.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),Bir fonksiyonun belirli bir nokta civarındaki değişim oranı ile ilgili bileşenleri (fonksi-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),i),belirler.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),b),Bir fonksiyonun belirli bir nokta civarındaki değişim oranı ile ilgili bileşenleri arasın-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),c),"Bir fonksiyonun belirli bir nokta civarındaki değişim oranını tablo, grafik ve limit gös-",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),d),Uygun koşullarda tanımlı fonksiyonların [f(x),2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),xn  (n∈,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),=,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),e),Varsayımlarına dayalı örüntüleri geneller.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),f),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),g),Genellemelerini önerme olarak ifade eder.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),h),Fonksiyonun bir noktadaki türevini limit gösteriminden faydalanarak ispatlar.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),Fonksiyonlar  ve  türevin  limit  tanımı  ile  ilgili  önceki  bilgilerinden  yararlanarak  bir,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),b),Varsayımlarından yararlanıp farklı durumlarla ilgili örüntüleri listeleyerek bir fonk-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),c),Bir fonksiyonun herhangi bir noktasında hangi durumlarda türevinin olmadığına iliş-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),d),Bir fonksiyonun herhangi bir noktasında hangi durumlarda türevinin olmadığına iliş-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),"Fonksiyonların toplamı, farkı, çarpımı, bölümü ve bileşkesinin türevine ilişkin varsa-",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),b),Varsayımlarına dayalı örüntüleri geneller.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),c),Genellemelerinin varsayımlarını karşılayıp karşılamadığını kontrol eder.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),d),Önermelerini farklı problem durumlarında değerlendirir.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),e),"İki fonksiyonun toplamı, farkı, çarpımı ve bölümünün bir noktadaki türevine dair ku-",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),f),İspatını kullanışlılık açısından değerlendirir.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),e),"f ' (x), f '' (x)",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),',2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),şeklinde,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),y olmak üzere,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),eşitliği kullanılarak elde edilen dy,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),dx,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),t),şeklinde tanımlı fonksiyon,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),lim,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),h,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),lim,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),x-a,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),şeklinde gösterilir.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),Uygun koşullarda f(x),2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),çok yakın noktalar alınarak bu fonksiyonun x,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),=,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),h,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),z),ve Newton gibi bilim insanlarının türev ile ilgili,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),hareketle f(x),2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),şeklinde tanım-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),=,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),xn ise,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),x-a,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),a),ile sağdan türevinin f+ (a) eşit,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),şeklinde tanımlı fonksiyonların grafik temsilleri,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),x,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),incelenerek bu fonksiyonların x,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),x2 ve  g(x),2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),MAT 12.2.7,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),x şeklinde tanımlı fonk-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),türevin limit tanımıyla elde edilir. Buradan hareketle fonksiyonların toplam ve fark işlemlerin-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),ne ilişkin olarak f ve g fonksiyonlarına bağlı yeni bir kural elde edilmesi gerekliliği ifade edilir.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),x2 fonksiyonlarının bileşkesi şeklinde yazılır. Türevin limit,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),tanımı  kullanılarak  bu  fonksiyonun  türev  alma  kuralı  belirlenir  ve  bileşke  fonksiyonların  türe-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),ile ilgili önermelere ulaşılır. Bu şekilde farklı görünen durumlara ilişkin bileşke fonksiyonun,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),x),f(x),2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),i),öğrencilerin yakın çevresi dikkate alınarak çeşitlendirilir. Böylelikle öğrenci-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),r),kullanılır.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (2),i),kullanılır.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),a),"Referans fonksiyonlar, türevin limit tanımı, fonksiyonlarda türev alma kuralları ile",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b),Varsayımlarından yararlanıp farklı durumlarla ilgili örüntüleri listeleyerek bir fonk-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),c),Bir  fonksiyonun  ve  onun  türev  fonksiyonunun  matematiksel  temsilleri  ve  bunlar,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),d),Bir  fonksiyonun  ve  onun  türev  fonksiyonunun  matematiksel  temsilleri  ve  bunlar,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),a),Türev bilgisinin işe koşulabileceği problemlerdeki matematiksel bileşenleri (problemi,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),belirler.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b),Problemlerdeki matematiksel bileşenler arasındaki ilişkileri türev bağlamında ince-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),c),"Problemlerdeki değişim bağlamını fonksiyon, denklem ve türev temsillerine dönüş-",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),d),Elde ettiği ve yorumladığı farklı temsillere dayalı olarak problemin çözümü için stra-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),e),Belirlediği stratejiyi kullanarak problemi çözer.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),f),Elde ettiği çözümü farklı yöntemleri kullanarak doğrular.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),g),Problemin olası çözüm stratejilerini gözden geçirir.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),h),"Çıkarımlarının geçerliliğini sözel, cebirsel ve grafiksel argümanlarla değerlendirir.",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),değişimleri modellemek için kullanılabilen matematiksel bir araçtır.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),e),"Öğrenme çıktıları; çalışma kâğıdı, performans görevi ve araştırma ödevi ile değerlendirile-",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),k  şeklinde tanımlı doğrunun eğim değerinin sıfır olması ile bir,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),a),f(x),2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),ince-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),"lenir. Genellemeler, polinom fonksiyonun grafik temsilleri ile ilişkilendirilerek varsayımlar ile",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),=,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b),olduğunda f polinom fonksiyonu,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),"+ 3 fonksiyonunun (a, b) nda artanlığına veya azalanlığına",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),< 0 oluyor ise g(x),2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),l),ve ortalama değer,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b),"nın her noktasında türevlenebilen, dik koordinat sisteminde verilen keyfî  bir",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),"sağlanır. Ayrıca aynı tanım aralığında, süreklilik ve türevlenebilirlik özelliklerine sahip",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),a),0 olacak şekilde en az bir d gerçek sayısının bulunacağına (Rolle teoremi) dair,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),b),eşitliğinin sağlanması durumunda öğrencilerden  d,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),d),(c),2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),gerçek yaşam,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),şeklinde  tanımlı  fonksiyonun  alabileceği  en  büyük  değerin  a  olarak  belirlendiği,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),"çıkarımına ulaşılır.  Problemlerin çözümüne yönelik çıkarımlar; sözel, cebirsel ve grafiksel ar-",2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),e),yüzey alanındaki (a) değişime bağlı olarak hacmindeki (,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),fonksiyonu olarak ifade edilir.,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),+ 2 şeklinde tanımlı üçüncü dereceden polinom,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),x),ve g(x),2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),i),yorumlama; (*) fizikte serbest düşüşteki bir cismin,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),l),melez-,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),p),şeklinde tanımlı,2024-style,math_curriculum_2024
2. TEMA: DEĞİŞİMİN MATEMATİĞİ (3),p),fonksiyon ile belirlenir. f ’ fonksiyonunun grafiği yorumlanarak buruşuk bezelye oranının yüksek,2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,y),çözümle-,2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,y),çözümleyebilme,2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,a),"Kesen, kiriş, teğet, çap ve yayı çemberin elemanları olarak belirler.",2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,b),"Çemberde kesen, kiriş, teğet, çap ve yay arasındaki ilişkileri belirler.",2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,a),"Çemberde açı, kiriş ve teğetin özelliklerine ilişkin varsayımlarda bulunur.",2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,b),"Varsayımlarından  yararlanarak  çemberde  açı,  kiriş  ve  teğetin  özelliklerine  ilişkin",2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,c),Genellemelerini varsayımlarıyla karşılaştırır.,2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,d),Önermelerinin farklı problem durumlarındaki kullanışlılığını değerlendirir.,2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,a),"Çemberde açı, kiriş, teğetin özelliklerini ve dairenin alanını içeren problemlerin bile-",2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,i),belirler.,2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,b),Problemlerde verilen bileşenler arasındaki ilişkileri belirler.,2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,c),Problemin  bileşenlerini  ve  bileşenlerin  aralarındaki  ilişkileri  uygun  matematiksel,2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,d),Problemlerin çözümü için stratejiler geliştirir.,2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,e),Geliştirdiği stratejileri kullanarak problemi çözer .,2024-style,math_curriculum_2024
3. TEMA: GEOMETRİK ŞEKİLLER,f),Çözümünü kontrol eder ve çözüme ulaştırmayan stratejiyi değiştirir.,2024-style,math_curriculum_2024
